example_id,TARGET
13000,0.013334487137022736
13001,0.01350467683285338
13002,0.013566025198999484
13003,0.013518037796546877
13004,0.013361101381339658
13005,0.01309648078691056
13006,0.012726308730519734
13007,0.012253568624456203
13008,0.011682070531141661
13009,0.01101642045582877
13010,0.01026198322435922
13011,0.009424839245209609
13012,0.008511735504250023
13013,0.007530031187235029
13014,0.0064876383682196765
13015,0.005392958241978283
13016,0.004254813414340614
13017,0.003082376796142531
13018,0.0018850976738790366
13019,0.0006726255529300386
13020,-0.0005452676129256109
13021,-0.0017587661788424404
13022,-0.0029580899183698395
13023,-0.004133572847488586
13024,-0.00527574112786458
13025,-0.006375389421529671
13026,-0.007423655081572012
13027,-0.00841208958088401
13028,-0.009332726603313673
13029,-0.010178146248410685
13030,-0.0109415348323322
13031,-0.011616739802927831
13032,-0.012198319326396959
13033,-0.012681586145916596
13034,-0.013062645358715746
13035,-0.013338425807154624
13036,-0.01350670483081087
13037,-0.013566126180074953
13038,-0.01351621094688046
13039,-0.013357361424479094
13040,-0.013090857865145009
13041,-0.012718848161947127
13042,-0.012244330537743419
13043,-0.011671129380914693
13044,-0.011003864422598078
13045,-0.010247913503837797
13046,-0.00940936923270891
13047,-0.008494989880783255
13048,-0.007512144914629301
13049,-0.0064687556014036895
13050,-0.005373231167151958
13051,-0.004234401022431394
13052,-0.0030614436014047525
13053,-0.0018638123879951775
13054,-0.0006511597252681736
13055,0.0005667409779096422
13056,0.0017800740159485892
13057,0.0029790604964747298
13058,0.004154037153614484
13059,0.005295534229353209
13060,0.0063943517953154675
13061,0.00744163389985756
13062,0.008428939942868457
13063,0.009348312703022034
13064,0.010192342469223969
13065,0.010954226759406265
13066,0.011627825145310905
13067,0.012207708741454649
13068,0.012689203959389347
13069,0.01306843017461771
13070,0.013342331002595811
13071,0.013508698931757903
13072,0.01356619311501358
13073,0.013514350176346628
13074,0.013353587945406212
13075,0.01308520208999654
13076,0.012711355673604307
13077,0.012235061722130621
13078,0.011660158940315217
13079,0.010991280773593437
13080,0.010233818064707524
13081,0.009393875606050565
13082,0.008478222937920171
13083,0.007494239789222453
13084,0.006449856600318945
13085,0.0053534906074323655
13086,0.00421397800368335
13087,0.003040502723532735
13088,0.0018425224246041063
13089,0.0006296922634307882
13090,-0.0005882129205760103
13091,-0.0018013773857009625
13092,-0.003000023598200588
13093,-0.004174491034592064
13094,-0.0053153140409401695
13095,-0.006413298121556798
13096,-0.007459594042296908
13097,-0.008445769151220764
13098,-0.009363875341800627
13099,-0.010206513110895927
13100,-0.010966891195277391
13101,-0.01163888130599964
13102,-0.012217067519517295
13103,-0.012696789927487179
13104,-0.013074182193422247
13105,-0.013346202713546777
13106,-0.013510659130689722
13107,-0.013566226003647378
13108,-0.01351245548961553
13109,-0.013349780953591631
13110,-0.013079513475658309
13111,-0.012703831284292593
13112,-0.012225762200876573
13113,-0.011649159236878277
13114,-0.010978669540397133
13115,-0.01021969694234494
13116,-0.009378358404113597
13117,-0.008461434717742215
13118,-0.007476315855944819
13119,-0.006430941412397911
13120,-0.0053337366123641025
13121,-0.0041935444093539
13122,-0.0030195542150836157
13123,-0.0018212278371421472
13124,-0.0006082232212873903
13125,0.0006096833870347179
13126,0.0018226762346418175
13127,0.0030209791709375077
13128,0.004194934439086445
13129,0.005335080512988026
13130,0.006432228352710581
13131,0.00747753546381393
13132,0.00846257716370322
13133,0.009379414480590554
13134,0.010220658137861268
13135,0.010979528108166
13136,0.011649908257248608
13137,0.012226395637100393
13138,0.012704344031170935
13139,0.013079901400693025
13140,0.01335004093029034
13141,0.01351258542268749
13142,0.013566224845893827
13143,0.013510526891441605
13144,0.013345940458590099
13145,0.013073792036407524
13146,0.012696275012896593
13147,0.01221643199732108
13148,0.011638130298206047
13149,0.010966030754655241
13150,0.010205550172191056
13151,0.009362817665842873
13152,0.008444625262384245
13153,0.00745837315978165
13154,0.0064120100851055295
13155,0.005313969231519819
13156,0.0041731002907270135
13157,0.0029985981286306767
